Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Furnishing,SizeType,SizeValue
67,0.198,3,1,0,67,1,0,700
50,1.75,2,4,2,55,0,0,1878
67,0.6,3,2,2,83,1,0,1270
14,0.6,3,2,2,59,1,0,1050
88,0.22,3,1,0,67,2,0,527
32,0.325,3,2,0,36,1,0,1000
47,0.47,3,2,0,79,0,0,935
47,0.45,3,2,0,79,0,0,935
47,0.24,3,1,0,64,2,0,750
32,0.248,3,2,0,64,1,0,750
71,0.56,3,2,2,83,0,0,980
32,3.5,3,3,0,44,2,1,14141
32,0.638,3,2,0,59,0,0,1225
67,0.599,3,2,1,59,1,0,1102
64,0.527,3,2,2,83,2,0,948
39,2.2,3,5,2,56,0,1,3000
50,2.55,2.5,5,2,55,1,0,2973
50,1.9,2,4,0,55,1,0,2038
12,6.6183,3,6,0,80,2,0,3394
12,7.69045,3,6,0,80,1,0,4157
12,6.6512,3,6,0,80,1,0,4157
12,4.4965,2.5,5,0,80,0,0,2645
8,1.1,3,2,2,91,1,0,1632
8,1,3,2,2,59,1,0,1200
62,0.363,3,2,1,83,0,0,845
8,8.77,2.5,5,5,56,1,0,4385
12,3.6234,2,5,0,80,2,0,2013
12,2.81005,3,2,0,83,2,0,1307
12,2.8754,3,2,0,80,0,0,1307
43,1.35,2,3,1,56,0,0,1690
43,1.2,2,3,1,56,1,0,1830
19,0.389999,3,2,1,55,2,0,820
2,1.75,2,4,0,55,0,0,1833
72,6.8,3,7,5,48,0,1,7175
72,9.8,3,12,8,48,1,1,9240
72,7.5,3.5,8,3,48,1,1,8656
14,1.45,3,6,2,23,1,1,1650
14,1.3,3,6,2,23,1,1,1650
72,1.25,2.5,4,2,23,0,1,1500
14,1.95,3.5,6,2,23,1,1,1955
72,1.4,2.5,4,2,23,0,1,1500
14,2.3,3,5,2,76,1,1,3000
19,0.83,2.5,3,2,12,1,1,1540
51,3.8,3,5,6,45,1,1,8300
55,0.748,3,3,0,12,1,0,1800
17,9,4,7,6,45,1,1,17516
40,2.3,2,4,2,56,1,0,2680
50,2,2.5,4,3,55,1,0,3055
2,3.5,3,6,4,44,1,1,5940
32,0.85,3,3,2,12,1,1,1650
67,0.36,3,2,1,55,1,0,1207
8,0.0045,3,3,2,79,0,0,1610
40,1.56,3,2,1,79,0,0,930
51,1,3,3,4,12,0,1,1650
64,0.28,3,2,1,40,2,0,838
67,0.45,3,2,1,58,1,0,1207
67,0.26,3,2,1,58,2,0,845
37,0.769,3,1,1,83,0,0,742
65,0.45,3,1,0,55,0,0,800
50,2.95,2.5,5,2,55,1,0,3041
67,0.6,2,3,0,59,1,0,1416
40,1.3,3,2,1,79,0,0,1012
40,1.75,3,4,2,55,1,0,2315
50,1.88,2,5,2,55,1,0,3100
50,2.5,3,6,3,60,1,0,4000
50,1.85,3,6,3,60,2,0,4000
40,1.5,3,2,1,79,2,0,1012
14,0.63,3,2,2,56,1,0,1067
65,1.35,3,3,1,37,0,0,2100
65,1.35,3,3,1,37,0,0,2100
17,0.85,2,4,1,56,1,0,1959
50,2.3,2.5,6,1,55,1,0,3729
17,0.95,3,3,1,59,1,0,1959
40,0.899,3,3,1,56,0,0,1182
33,0.001,3,2,1,59,2,0,900
14,0.6,1,1,1,79,0,0,667
50,0.699,3,2,0,55,1,0,1238
50,2.67784,2.5,5,3,55,2,0,3043
50,2.25,2.5,4,3,79,1,0,2305
72,0.66,3,2,0,79,2,0,882
47,0.329,3,2,1,56,1,0,950
63,0.7,2,3,2,59,1,0,1250
14,0.499999,2,2,2,59,0,0,1231
88,0.859096,3,2,2,55,1,0,1033
19,2,3,5,0,44,1,1,6600
64,0.42,3,2,0,59,1,0,1125
19,0.315,3,2,0,55,1,0,1020
65,1.6,3,3,0,77,1,1,3000
31,0.61,3,3,0,92,1,1,1618
76,0.54,3,2,0,59,1,0,960
14,0.54,3,2,0,56,1,0,1440
14,0.985,2.5,3,0,56,1,0,1513
19,1.83,3,5,0,77,1,1,4000
64,0.95,3,3,2,56,1,0,1237
3,2.15,2.5,4,0,55,1,0,1836
67,0.356,2,2,0,59,1,0,1200
8,0.85,3,1,0,56,1,0,1000
19,0.38,3,2,0,59,1,0,927
19,0.54,3,2,0,59,1,0,1200
42,0.76,3,3,0,12,1,1,1400
37,1.178,1,1,1,79,1,0,625
67,0.39,3,2,2,83,2,1,1009
67,0.485,3,2,2,58,1,0,1333
67,0.41,3,2,1,55,1,0,1272
67,0.53,3,2,2,56,0,0,1313
32,0.38,2,2,1,56,1,0,1098
42,0.6,3,2,2,83,2,0,1162
51,4.3,3.5,7,0,73,0,1,4500
11,0.53,3,2,1,36,0,0,880
14,0.62,3,2,2,79,2,0,705
20,1.2,2.5,3,1,55,0,0,2000
32,0.43,3,2,1,56,1,0,1000
32,0.38,3,2,1,56,1,0,980
32,0.56,3,2,1,56,1,0,1350
42,0.49,3,2,2,40,1,0,1001
27,0.75,3,1,0,79,0,0,672
50,0.8,3,2,2,79,0,0,913
14,0.95,2.5,3,2,59,1,0,1513
14,0.499,2,2,2,59,1,0,1080
32,0.399,3,2,1,83,1,0,775
14,0.7,3,2,2,55,0,0,1407
14,1.07,3,1,2,56,0,0,1508
8,1.5,1.5,3,1,56,0,0,1550
8,1.4,1.5,2,0,56,0,0,1227
14,3.65,3,7,0,48,1,1,5400
8,8.5,2.5,5,6,56,1,0,4945
64,1.49,3,4,0,23,1,1,2200
19,0.4,3,2,1,56,1,0,974
27,0.578,3,3,1,56,1,1,1617
19,0.62,3,2,1,59,1,0,962
39,0.0039,3,2,1,79,0,0,1083
76,0.595,3,2,0,55,0,0,1100
32,0.76,2,2,2,3,1,1,1540
9,1.75,2,3,2,55,2,0,2068
32,2.48,3,4,6,56,0,0,5148
50,1.15,2,3,2,79,0,0,1700
17,1.3,1.5,3,2,56,1,0,1780
37,1.9,3,3,1,80,1,0,1157
37,1,3,1,0,79,1,0,625
27,1.45,2.5,4,3,57,1,0,2955
12,2.96,3,3,0,80,0,0,1509
50,1.95,2.5,4,2,55,1,0,1830
10,0.778,3,2,2,79,1,0,1227
10,0.61,3,2,2,79,1,0,861
10,0.74,3,2,2,79,1,0,1055
32,0.33,3,2,2,79,1,0,950
32,0.345,3,2,1,79,1,0,950
47,0.64,3,2,2,55,0,0,1328
40,2.8,2.5,6,0,80,1,0,3200
47,0.43,3,2,2,55,0,0,936
2,1.256,3,2,2,80,0,0,1560
32,0.558,3,2,1,58,1,0,1215
32,0.675,3,4,2,58,1,0,1440
88,0.5,2,3,2,55,1,0,1267
23,9.6,4,9,0,44,2,1,7525
76,0.31,3,2,1,36,0,0,830
33,0.95,2,3,2,56,1,0,1800
50,1.55,2,3,2,55,0,0,1870
50,1.25,3,3,2,55,1,0,1560
50,1.55,2,3,2,55,0,0,1872
8,1.55,3,3,0,12,2,1,1920
32,0.43,3,2,1,79,0,0,775
82,6,3,4,0,44,1,1,8000
27,0.53,3,2,1,56,1,0,1100
2,2.3,3,3,2,55,1,0,3778
50,0.88,3,2,0,55,0,0,1208
33,0.71,3,2,1,55,1,0,1015
32,0.0016,3,2,1,55,1,0,868
50,0.808,3,2,1,79,0,0,864
67,0.58,3,2,2,55,2,0,2150
76,0.635,3,2,1,55,0,0,1200
37,1.48,3,2,0,79,2,1,866
64,0.599999,3,3,2,56,2,0,1235
67,0.52,3,2,2,83,1,0,1100
67,0.3,3,2,1,59,2,0,947
82,1.05,3,3,2,80,1,0,1010
34,0.7,3,2,1,83,0,0,860
67,0.25,3,2,1,59,1,0,845
40,3.45,3,3,2,80,0,0,1560
32,0.388,3,2,1,59,1,0,1010
40,1.2,1.5,2,0,79,0,0,820
71,0.52,3,2,1,59,1,0,1417
40,1.2,1.5,2,0,79,1,0,792
32,1.6,2.5,4,3,56,2,0,2638
26,0.4,3,2,1,59,0,0,956
71,0.385,3,2,1,59,1,0,935
71,0.52,3,2,1,56,1,0,1400
32,0.43,3,2,1,56,1,0,1000
88,0.45,3,3,1,56,1,0,1267
88,0.42,3,3,1,58,1,0,1267
88,0.7,3,5,2,56,2,0,2562
47,0.248,3,1,1,65,1,0,700
47,0.255,3,2,0,65,2,0,947
47,0.25,3,2,0,65,1,0,947
47,0.255,3,1,2,65,1,0,800
47,0.26,3,1,1,67,1,0,705
47,0.248,3,1,1,65,1,0,750
32,2.1,3,7,2,73,0,0,7000
33,0.65,3,2,2,55,1,0,1400
40,2.139,3,2,1,83,0,0,1426
32,0.39,3,2,0,36,1,0,956
8,7.5,3,7,5,48,1,1,8000
8,6.5,3,6,7,48,1,1,10150
40,5,2,4,2,56,1,0,2228
3,3.78,3,5,3,55,1,0,3628
8,4.65,3,4,4,48,1,1,6100
8,4.5,3,7,5,48,1,1,6100
65,5.5,3,6,3,48,1,1,6000
12,4.3,3,5,1,83,2,0,2405
34,1.45,2,4,2,79,0,0,1870
40,1.45,3,2,0,59,0,0,1368
32,0.468,3,2,1,81,1,0,872
67,1.18,3,4,3,23,1,0,3300
82,1.1,3,3,1,79,0,0,1313
32,0.598,3,2,1,79,2,0,852
32,0.335,3,2,1,36,1,0,950
79,0.63,3,3,2,12,1,0,1260
40,4.8165,2,5,3,83,1,0,2142
40,4.752,3,3,2,83,1,0,1938
40,2.9,3,2,1,83,1,0,1163
40,3.88,3,3,2,83,1,0,1636
40,4.9,3,2,2,80,1,0,1894
40,1.75,1.5,2,0,56,0,0,915
40,1.29868,1,1,0,56,0,0,463
40,2.05,1.5,2,0,56,0,0,915
40,1.788,1.5,2,0,56,0,0,915
40,3.498,3,3,0,56,0,0,1830
2,0.559,3,1,0,79,2,0,740
14,0.98,2.5,3,2,56,0,0,1513
32,0.67,3,2,0,80,1,0,1055
82,1.25,2,3,2,57,1,0,2000
82,0.95,3,2,1,55,0,0,1500
14,0.468,3,2,2,59,1,0,1232
47,1.523,3.5,6,5,56,1,0,2798
47,0.96813,2.5,4,3,56,1,0,1862
47,0.813,2,4,0,59,1,0,1477
27,0.44,3,2,1,59,0,0,850
8,1.15,3,2,1,79,2,0,980
8,0.76,3,1,1,79,0,0,441
8,0.74,3,1,1,79,0,0,441
24,0.798,3,2,2,83,1,0,1087
71,0.638,2,3,1,80,0,0,1279
82,1.75,1.5,3,2,79,1,0,1442
82,3,2,4,2,79,2,0,2426
8,0.683,3,1,1,79,0,0,441
40,3.5,2,5,2,55,1,0,3079
9,0.575,3,1,0,79,0,0,638
23,6,3,6,3,73,1,0,5555
39,1.7,1,1,1,79,1,0,1259
14,0.395,3,2,1,36,1,0,1100
14,0.698,2,3,2,56,0,0,1276
50,1.25,3,1,1,83,1,0,1400
71,1.88,3,5,0,77,1,1,3200
17,1.28,2,4,2,40,1,0,2088
14,0.58,3,2,2,59,1,0,1073
51,3.9,3,9,5,45,1,1,13900
20,1.18,1.5,3,0,55,0,1,1806
32,0.388,3,2,0,83,1,0,775
71,1,3,4,2,12,2,1,1650
79,4.55,3.5,6,0,48,1,1,6550
9,1.19,3,2,2,55,2,0,1485
40,2.8,2.5,4,3,56,1,0,3218
14,0.45,3,2,1,36,0,1,1100
82,0.92,3,1,2,80,1,0,710
63,0.638,3,3,2,55,1,0,1155
14,2.8,2,5,2,59,0,0,2950
22,1.58,2,3,2,19,1,0,1900
32,0.42,3,2,0,79,1,0,852
63,0.73,2,3,2,55,0,0,1643
14,0.988,3,2,2,79,2,0,1216
63,0.225,3,2,0,67,2,0,930
72,0.52,3,2,2,55,2,0,1074
63,0.315,3,1,1,37,1,0,750
8,1.08,2,3,1,56,1,0,1725
71,0.65,3,2,2,3,1,1,1600
50,0.9315,3,3,0,55,1,0,1991
7,0.23,3,2,1,64,2,0,730
50,2.9,2.5,5,3,55,1,0,3541
70,3.2,2.5,6,3,57,1,0,3983
50,2.3,2,4,3,55,1,0,2707
50,2.6,2.5,5,3,55,1,0,3317
50,1.2,3,2,0,55,0,0,1240
70,3.15,2.5,5,3,57,0,0,3466
70,3.2,2.5,5,3,55,1,0,3983
50,1.22,2,3,2,55,0,0,1641
50,1.2,3,2,1,79,0,0,927
50,1.3,3,2,2,79,0,0,1172
50,0.85,3,2,1,79,0,0,861
50,0.75,1.5,2,1,80,0,0,1078
50,2.9344,2.5,5,3,56,1,0,3668
27,4.5,2.5,4,2,77,1,1,2400
50,1.5,2,3,0,59,0,0,1872
50,2.25,2.5,5,3,55,0,0,2906
50,2.75,2.5,5,3,55,1,0,3317
50,2.98,3,6,3,55,1,0,3729
50,2.8,2.5,5,3,55,1,0,3169
50,0.89,3,3,2,83,0,0,1368
50,1.3,2,3,2,59,0,0,1596
37,1.1,2,3,1,55,0,0,1492
50,4.5,2.5,4,2,77,1,0,3820
50,9,3,5,0,74,1,1,7500
50,2.96,3.5,6,4,57,1,0,4550
50,1.015,2,3,2,55,1,0,1973
50,4.2,6,6,0,57,1,0,6684
50,8.55,3.5,6,0,57,1,0,8902
50,6.2,7,7,0,57,1,0,7911
50,1.9,2,4,3,55,1,0,2347
50,3.15,2.5,5,3,55,1,0,3704
50,3.1,2.5,5,3,55,0,0,3478
50,1.69,2,4,0,56,2,0,2020
50,0.0045,3,2,1,79,0,0,926
17,1.3,1.5,2,2,55,0,0,1800
8,1,3,1,1,56,0,0,1100
17,1.2,1.5,3,2,55,1,0,1800
50,0.75,3,2,1,79,0,0,913
50,0.8,3,2,1,79,0,0,913
40,0.87,3,2,0,79,0,0,866
40,0.75,3,1,0,79,0,0,750
40,0.55,3,1,0,86,0,0,492
12,4.1,3,6,4,60,2,0,3879
50,1.55,2,3,2,56,0,0,1878
70,1.25,3,2,0,92,0,0,1500
50,1.46,1,1,3,55,1,0,1514
50,1.6,2,3,2,59,0,0,1661
50,0.88,3,2,1,55,1,0,1388
50,2.6,2.5,5,3,55,1,0,3729
50,2.2,2,4,3,56,1,0,2691
70,3.98,3,6,0,30,1,0,5540
50,1.6,2,5,0,57,1,0,3200
40,1.7,3,2,1,79,0,0,1227
12,3,3,2,1,79,0,0,1307
12,3,2.5,4,2,55,0,0,3068
12,1.388,1.5,3,2,55,0,0,1468
50,0.888,3,2,1,55,1,0,1208
70,0.53,3,1,0,86,0,0,595
3,2.55,2,3,0,59,1,0,1884
3,2.972,2.5,3,3,59,1,0,2702
50,1.3,2,3,2,55,0,0,1973
50,9,3,6,0,44,1,1,8740
50,3.2,3,5,0,19,1,1,2863
50,2.35,2,4,3,55,0,0,2700
50,2.15,2,4,3,55,0,0,2535
50,3.5,2.5,5,3,55,0,0,3720
3,3.8,2.5,4,0,55,0,0,2780
27,1.1,3,2,1,79,0,0,1145
50,0.65,3,2,1,55,1,0,1230
70,3.9,2.5,5,0,31,0,0,5230
50,3.6,2.5,5,3,55,1,0,4090
50,2.95,2.5,5,3,55,1,0,3668
50,2.2,2,4,3,55,1,0,2707
50,4.5,3,6,3,55,0,0,4537
50,1.9,2,4,3,55,1,0,2411
12,0.98,3,2,0,79,0,0,840
50,1.53,2,3,0,59,0,0,1883
25,2.48,2.5,5,0,23,1,1,3400
25,1.88,2,3,0,12,0,1,1500
67,0.468,1.5,2,1,59,1,1,1102
25,3.3,3,5,0,23,1,0,5500
25,2.6,2,4,0,12,1,0,3082
19,0.73,2,3,2,55,2,0,1700
19,0.738,2,3,2,59,2,0,1450
14,0.355,3,2,1,40,1,0,878
23,0.0079,2.5,6,0,73,1,0,3600
32,0.0015,3,2,1,79,0,0,775
65,1.2,2,3,2,57,1,0,1798
65,0.7,3,2,1,59,1,0,1011
65,0.72,3,2,1,56,1,0,1044
50,0.0043,3,2,1,83,0,0,900
39,1.59,3,2,1,59,1,0,1750
32,1.2,2,4,2,56,1,0,6156
37,3.3,2.5,4,10,45,2,1,10500
52,1.5,2,3,0,74,2,1,4710
8,1.35,3,2,1,56,1,0,1400
11,0.645,1.5,2,1,55,3,0,1100
8,3.75,3,5,2,56,0,0,4700
8,4,3,4,0,44,2,1,5700
30,4.7,3.5,5,5,45,1,1,8700
67,0.34,3,2,1,36,2,0,835
47,0.68,3,2,2,56,2,0,1451
8,3.5,3,4,0,44,1,1,5730
72,0.52,3,2,2,56,1,0,1180
14,0.635,3,2,2,79,2,0,791
72,0.648,1.5,2,2,79,1,0,1025
79,3.5,3,7,0,77,1,1,3627
32,0.568,3,2,1,56,1,0,1339
17,8,3.5,8,4,60,0,0,11000
5,0.59,3,2,2,12,1,1,880
40,1.65,2,5,2,56,0,0,1905
50,3.6,2.5,6,2,23,1,1,2100
68,3.2,3,4,2,9,1,1,3627
68,8.5,3,11,8,44,0,1,9000
68,0.899,3,3,2,12,1,1,1400
8,0.875,3,2,0,59,1,0,1300
88,0.199,3,1,1,65,1,0,527
33,0.779,2,2,0,56,1,0,1470
32,0.738,3,2,2,59,1,0,1073
67,0.48,3,3,1,83,2,0,1092
33,0.72,3,2,1,55,1,0,1015
33,0.875,2,2,2,55,1,0,1590
88,0.5,2,3,0,56,1,0,1267
2,2,3,6,4,45,1,0,3821
51,1.7,3,7,0,12,1,1,4100
31,0.6234,2,4,0,55,2,0,1879
5,0.41,3,2,0,55,2,0,1076
14,0.425,3,2,1,55,0,0,1400
42,1.12,2.5,4,0,8,2,1,3014
37,0.0065,2,4,2,79,1,0,2745
32,1.48,2,4,4,56,1,0,2638
32,1.388,2,4,3,56,1,0,2378
14,0.52,3,2,1,55,0,0,1224
19,2,2.5,4,4,44,0,1,6000
14,0.5,3,2,1,55,0,0,1250
39,1.53,1,1,1,83,0,0,1087
82,1.4,3,2,0,8,2,1,1800
67,0.62,3,2,2,56,1,0,1644
67,0.195,3,1,1,66,2,0,588
40,1.3,3,2,1,55,2,0,1656
32,0.428,3,2,1,55,1,0,941
67,0.205,3,1,0,64,2,0,588
42,0.62,3,2,2,3,2,0,1430
50,0.65,3,2,2,55,0,0,1054
39,1.55,1,1,1,83,0,0,1087
19,0.49,3,2,1,55,1,1,957
50,1.795,2.5,6,0,55,0,0,2405
23,7.8,3.5,8,2,45,1,1,8500
23,8,3,5,0,48,1,1,11000
32,0.35,3,2,0,79,1,0,950
32,0.32,3,2,1,40,1,0,947
5,0.399,3,1,0,79,2,0,918
5,0.41,3,2,0,79,2,0,918
42,0.65,3,2,0,83,1,0,1239
50,0.553,3,1,1,79,1,0,484
50,0.935,3,1,1,79,1,0,782
32,0.65,3,2,1,56,1,0,1350
11,0.89,3,2,1,55,0,0,1200
3,0.575,3,2,0,55,1,0,1420
42,2.66,3.5,6,0,45,1,1,5000
19,0.65,3,2,2,59,1,0,1450
27,0.395,1,1,0,79,2,0,646
39,1.48,1,2,1,82,0,0,1087
79,1.6,3,6,4,23,1,1,4000
79,1.6,2.5,5,4,15,1,1,4000
37,0.00295,3,1,0,55,0,0,775
32,1.18,1.5,3,2,59,1,0,1707
76,0.745,3,2,1,55,1,0,1120
14,1.06,2.5,3,3,55,1,0,1513
14,1.02,2.5,4,2,56,1,0,1513
64,0.888,2,4,1,56,1,0,1381
14,1.06,2.5,3,3,56,1,0,1772
14,0.95,2.5,3,2,56,2,0,1513
14,0.93,2.5,3,2,56,1,0,1513
8,4.25,3,6,0,56,1,0,5272
40,3.55,2.5,6,4,56,1,0,3385
63,0.68,3,2,2,55,1,0,1021
50,0.748,3,3,2,55,1,0,1268
50,0.75,2,3,2,55,0,0,1238
67,0.83,2,4,2,59,2,0,1440
67,0.95,2,4,2,56,2,0,1610
88,0.46,3,2,1,59,2,0,1150
14,1.3,3,4,4,56,1,0,1930
14,1.3,2,2,2,55,0,0,1420
14,1.2,2,3,2,55,0,0,1440
67,0.84,3,3,2,55,1,0,1477
42,1.22,3,2,0,1,1,1,3002
42,0.56,3,2,2,59,1,0,1074
33,0.318,3,2,1,59,2,0,1024
64,0.58,3,2,2,79,2,1,948
14,0.645,2,2,0,55,1,0,1454
32,0.4941,3,2,0,59,2,0,708
82,1.39,3,3,0,56,1,1,2000
71,0.81,3,3,0,55,1,0,1690
27,0.828,1,1,0,79,1,0,721
27,1.22,1.5,2,0,79,1,0,1080
27,1.22,3,2,0,79,1,0,1022
27,1.568,3,2,0,79,1,0,1423
50,1.5,2,3,2,56,0,0,2163
39,1.28,3,2,2,79,1,0,1138
50,1.6,2,3,2,56,1,0,2002
76,0.758,3,2,1,59,1,0,1680
19,1.3,3,4,0,19,2,0,2395
10,0.4374,3,2,0,83,2,0,1125
19,0.65,2,2,2,59,1,0,1475
32,0.488,3,3,3,55,2,0,1250
27,1.2,3,3,2,55,1,0,1900
31,1.72,3,4,2,73,1,0,3150
5,0.59,3,2,0,8,2,0,880
42,0.568,2,2,2,82,1,1,1162
42,0.455,3,2,0,80,0,1,1250
33,0.578,3,2,0,59,3,1,1009
42,0.578,3,2,2,83,1,1,1027
42,1.88,3,5,0,17,1,1,2400
42,0.588,2,2,2,82,2,0,1162
42,0.65,2,2,2,82,1,1,1162
42,0.688,2,2,2,82,1,1,1162
42,0.588,3,2,1,83,2,1,1027
42,0.39,3,2,2,80,3,1,1027
33,0.599,3,2,0,59,3,1,1009
63,0.338,3,2,0,40,1,0,900
42,1.19,3.5,5,0,17,2,1,1650
65,0.634858,3,2,1,59,1,0,667
65,0.634858,3,2,1,59,1,0,667
42,2.9,3,5,0,74,0,1,4500
42,0.499,2,2,0,83,1,0,1137
42,0.75,3,2,3,80,1,1,1930
63,0.99,3,3,2,11,1,1,2200
42,0.16,3,2,0,82,3,1,650
42,0.95,3,3,0,8,1,0,1650
3,6.6,3,6,4,55,1,0,7128
64,0.36,3,2,2,80,1,0,794
67,0.3,3,2,2,56,2,0,800
50,1.158,2,4,2,56,0,0,1927
19,0.27,3,2,1,59,2,0,755
19,0.32,3,2,1,56,1,0,903
40,3.6,2,5,2,80,1,0,3897
58,0.598,2,3,2,90,1,0,1890
40,2.1,2.5,5,0,55,2,0,3412
82,0.93,3,2,1,56,1,0,1356
11,0.22,3,2,0,67,2,0,997
67,0.95,2,3,2,55,1,0,1558
67,0.77,3,2,2,55,1,0,1368
67,1.05,2,4,2,55,1,0,1746
25,8.1,3,6,6,44,2,0,7000
50,1.24,3,2,1,79,1,0,1029
50,2.99,2,6,2,84,1,0,4213
25,4.15,3,5,0,22,2,1,3585
5,0.41,2,2,0,55,1,0,1049
12,0.002,3,2,0,40,0,0,1100
19,0.499,3,2,1,79,0,0,719
42,0.42,2,2,2,55,2,0,932
8,0.98,3,2,1,55,0,0,1100
40,1.45,3,2,0,82,2,0,1506
40,1.143,1.5,2,1,80,1,0,818
40,1.15,1.5,2,1,80,1,0,819
50,0.62,3,2,1,55,1,0,1426
31,0.6,3,3,1,59,1,0,1276
64,1.3,3,2,0,56,0,0,1700
47,0.54,3,2,1,55,1,0,1120
50,2.3,2,5,4,55,1,0,3732
47,0.565,3,2,2,59,1,0,1120
2,9.5,3.5,9,0,44,2,0,9276
31,0.49,3,1,1,55,0,0,698
70,0.5,3,1,0,79,0,0,595
67,0.34,3,2,1,36,1,0,900
31,0.66,2,2,1,55,2,0,1411
14,0.9,3,3,2,55,1,0,1513
42,0.398,3,2,2,55,2,0,901
50,2.405,3,5,0,55,1,0,3995
50,2.4,3,5,0,55,1,0,3995
50,2.7,3,7,0,55,0,0,3995
20,0.69,1.5,2,1,56,0,0,1044
37,0.55,3,2,1,56,1,0,1100
38,1.75,3,2,2,56,1,0,1119
32,0.77,2,2,2,83,2,0,1133
23,7.8,2.5,6,2,50,1,1,12000
21,3.95,3,1,1,50,2,1,10400
19,0.4508,3,2,1,59,1,0,850
19,8.08,3,6,10,48,1,1,13500
19,2,3,3,5,48,1,1,4500
88,0.21,3,1,1,64,1,0,650
19,0.33,3,2,0,36,1,0,817
19,4.28,3,9,8,44,1,1,7000
19,0.41,3,2,0,55,1,0,920
32,0.548,3,2,2,59,1,0,1215
8,7.5,3,6,6,48,1,1,8000
47,0.565,3,2,0,59,0,0,1130
63,0.5,3,2,0,55,1,0,1215
88,0.848,2.5,3,2,60,1,0,2330
50,1.88,2,4,2,55,1,0,2347
63,0.88,3,2,2,55,0,0,1319
63,0.89,3,2,2,55,0,0,1319
63,1.15,2,3,2,55,1,0,1788
27,1.32,2.5,4,2,55,1,0,2070
63,1.2,2,3,2,55,1,0,1788
63,1.25,2,3,2,55,1,0,1856
27,1,2,3,0,55,1,0,1799
27,1.2,2.5,4,2,55,1,0,2070
50,2.8,2.5,6,3,55,1,0,3541
27,0.95,2.5,4,0,55,1,0,2850
82,0.0028,3,2,1,55,1,0,1300
50,0.7,3,2,1,79,0,0,1141
8,1,3,2,0,80,0,0,1223
86,0.618,3,2,0,79,2,0,1043
50,2.08,2,5,3,55,2,0,2535
50,0.84,3,2,0,83,0,0,861
33,0.62,3,2,1,59,1,0,1010
19,0.28,3,2,1,59,1,0,755
42,0.338,3,2,1,56,1,0,853
8,3.8,2.5,3,3,8,2,1,5305
32,1.95,3,6,0,45,1,1,5000
32,0.348,3,2,1,39,1,0,949
51,3.8,3,5,5,45,2,1,4900
32,0.33,3,2,1,39,1,0,949
32,0.4,3,2,2,83,1,0,950
76,0.65,3,2,2,56,0,0,1110
32,0.0025,2.5,3,1,59,0,0,1674
32,4.65,3,5,8,48,1,1,10000
32,2.6,3,6,10,45,2,1,10230
12,0.835,1,2,2,79,1,0,837
5,0.399,2,2,1,55,1,1,1076
40,3.48,3,1,0,86,0,1,3438
65,0.488,3,1,1,59,2,0,800
23,1.3434,2,2,2,56,2,0,1410
53,0.43,3,2,1,92,0,0,1300
19,1.05,3,4,2,55,1,0,1675
40,1.1,1.5,2,0,80,0,0,833
25,1.63,2,4,2,55,0,0,2066
25,1.1,1.5,3,2,55,0,0,1378
25,1.1,1.5,3,2,55,0,0,1378
50,1.2,2,3,2,55,0,0,2208
40,2.45,3,2,2,79,0,0,1006
14,0.58,3,2,2,55,2,0,1100
14,0.56,3,2,2,55,2,0,1100
9,0.68,1,1,0,83,0,0,861
40,2.2,1,2,1,83,0,0,1076
40,4,3,3,2,79,0,0,1768
32,0.76,2,3,2,59,1,0,1406
3,5.143,3,4,2,55,2,0,3830
37,1.15,3,1,0,55,0,0,510
47,0.5,3,2,1,83,0,0,935
12,2.2,3,2,1,79,0,0,1098
24,1.3,3,2,2,83,1,0,1410
39,5.25,1.5,4,1,79,1,0,2408
50,1.65,2,4,2,55,1,0,1668
40,1.63,2,3,2,56,0,0,2195
37,0.738,3,1,1,59,0,0,775
70,3.6,3,6,0,29,2,0,5540
40,0.003,3,1,1,79,0,0,640
67,0.89,2,3,2,55,2,0,1558
32,0.399,3,2,1,79,1,0,852
19,0.95,3,3,0,56,2,0,1527
31,1.8,3,5,2,73,1,1,3056
76,0.53,2,2,2,55,1,0,1210
14,0.577,3,2,2,55,2,1,1100
27,2.01,2,4,4,60,2,1,3000
3,1.236,3,3,1,55,2,0,1818
40,1.551,3,3,1,55,0,0,1551
14,0.597,3,2,2,55,2,1,1500
70,0.48,3,1,0,83,2,0,595
42,0.413,3,2,2,55,2,0,901
42,0.485,3,2,2,56,2,0,1027
42,0.388,3,2,2,55,2,0,901
42,0.408,2,2,2,55,2,0,932
40,1.16,1.5,2,1,79,0,0,897
40,1.1118,1,1,1,79,0,0,654
50,4,3,6,4,79,2,0,4465
11,0.82,3,2,1,80,0,0,875
9,1.1,1.5,2,2,58,1,0,1260
19,0.532888,3,2,2,59,2,0,840
14,0.73,3,2,2,79,2,0,971
9,1.63,3,3,2,56,0,0,2068
27,0.48,1,1,1,79,2,0,646
64,0.35,3,1,1,79,2,0,646
19,0.4788,3,2,1,55,1,0,850
40,0.993,1,1,1,79,0,0,662
67,0.298,3,2,1,36,2,0,815
67,0.3,3,2,1,55,2,0,800
3,7.73,3,5,0,56,2,0,6405
31,0.61,3,4,0,8,1,0,990
86,2,2.5,3,0,77,2,1,3500
67,0.7459,3,3,2,55,0,0,1447
11,0.55,3,1,0,79,0,0,468
19,0.328,3,2,1,59,0,0,970
