Location Indicator,Location,Price,Rooms,Bathrooms,Car Parks,Property Type Indicator,Property Type,Furnishing Indicator,Furnishing,SizeType Indicator,SizeType,SizeValue
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
,,0,,,,,,,,,,
